施設名,住所,延床面積,建築年度,用途,管理者,出典ファイル,用途地域リンク
東三国駅自転車駐車場管理事務所,大阪市淀川区東三国2-38,12.96,1996,インフラ関係施設／自転車駐車場管理事務所,指定管理（利用料金施設）建設局 総務部 管理課,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.499084&mpy=34.741966&gprj=3
東淀川駅自転車駐車場管理事務所,大阪市淀川区宮原2-3,12.96,1996,インフラ関係施設／自転車駐車場管理事務所,指定管理（利用料金施設）建設局 総務部 管理課,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.503342&mpy=34.739792&gprj=3
加島駅自転車駐車場管理ボックス,大阪市淀川区加島3-1,3.00,1997,インフラ関係施設／自転車駐車場管理事務所,指定管理（利用料金施設）建設局 総務部 管理課,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.455719&mpy=34.726986&gprj=3
新大阪駅南口自転車駐車場管理ボックス,大阪市淀川区西中島5-5,1.44,1990,インフラ関係施設／自転車駐車場管理事務所,指定管理（利用料金施設）建設局 総務部 管理課,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.500137&mpy=34.730541&gprj=3
新大阪駅北口自転車駐車場管理ボックス,大阪市淀川区宮原1-2,1.44,1996,インフラ関係施設／自転車駐車場管理事務所,指定管理（利用料金施設）建設局 総務部 管理課,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.5&mpy=34.734638&gprj=3
西中島南方駅自転車駐車場管理ボックス,大阪市淀川区西中島3-21,9.72,1991,インフラ関係施設／自転車駐車場管理事務所,指定管理（利用料金施設）建設局 総務部 管理課,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.499359&mpy=34.727333&gprj=3
東三国駅自転車駐車場管理ボックス,大阪市淀川区東三国1-33,3.89,1996,インフラ関係施設／自転車駐車場管理事務所,指定管理（利用料金施設）建設局 総務部 管理課,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.4991&mpy=34.740192&gprj=3
加島中央公園,大阪市淀川区加島1-58,27.28,2000,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.459991&mpy=34.728226&gprj=3
三国本町公園,大阪市淀川区三国本町1-12,18.50,1994,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.485947&mpy=34.731327&gprj=3
十三公園,大阪市淀川区十三元今里1-1,705.02,1993,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.477081&mpy=34.717731&gprj=3
十八条東公園,大阪市淀川区十八条1-8,19.20,2000,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.49437&mpy=34.747665&gprj=3
新高中央公園,大阪市淀川区新高4-15,19.20,2002,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.480286&mpy=34.73608&gprj=3
塚本公園,大阪市淀川区塚本4-15,19.20,1995,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.46846&mpy=34.715736&gprj=3
北中島公園,大阪市淀川区宮原5-7,21.12,2006,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.49408&mpy=34.737862&gprj=3
十八条中央公園,大阪市淀川区十八条2-16,21.12,2009,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.489288&mpy=34.748085&gprj=3
田川公園,大阪市淀川区田川3-12,9.11,1993,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.46315&mpy=34.720833&gprj=3
野中南公園,大阪市淀川区野中南2-1,19.20,1997,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.48291&mpy=34.725403&gprj=3
加島南公園,大阪市淀川区加島1-30,29.47,1998,インフラ関係施設／公園付帯施設,直営 建設局 公園緑化部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.460419&mpy=34.724491&gprj=3
もと共同利用施設（木川センター）,大阪市淀川区木川東4-11-11,323.20,1983,もと施設,環境局 環境管理部,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.491516&mpy=34.727322&gprj=3
もと西中島学校業務サービスセンター,大阪市淀川区西中島7-14-25,30.86,1978,もと施設,教育委員会事務局教務部 教職員人事担当,12_yodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.494324&mpy=34.730209&gprj=3
大阪市立青少年センター（KOKOPLAZA）,大阪市東淀川区東中島1-13-13,"8,667.13",2004,教育・文化・スポーツ施設教育施設／その他教育施設,指定管理（利用料金施設）こども青少年局 企画部 青少年課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.503479&mpy=34.732235&gprj=3
東淀川図書館,大阪市東淀川区東淡路1-4-53,"1,208.53",1998,教育・文化・スポーツ施設図書館／地域図書館,直営（一部委託） 教育委員会事務局中央図書館 総務担当,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.519348&mpy=34.733337&gprj=3
東淀川区民ホール,大阪市東淀川区豊新2-1-4,940.10,1974,教育・文化・スポーツ施設会館・ホール／区役所附設会館,直営 東淀川区役所,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.529282&mpy=34.740986&gprj=3
東淀川区民会館,大阪市東淀川区東淡路1-4-53,"1,002.23",1997,教育・文化・スポーツ施設会館・ホール／区役所附設会館,指定管理（利用料金施設）東淀川区役所 地域課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.519348&mpy=34.733337&gprj=3
共同利用施設（啓発センター）,大阪市東淀川区東中島5-1-6,505.75,1978,教育・文化・スポーツ施設会館・ホール／共同利用施設,指定管理（無料施設）環境局 環境管理部 環境規制課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.507614&mpy=34.731949&gprj=3
共同利用施設（柴島センター）,大阪市東淀川区柴島2-11-9,324.30,1979,教育・文化・スポーツ施設会館・ホール／共同利用施設,指定管理（無料施設）環境局 環境管理部 環境規制課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.511353&mpy=34.728092&gprj=3
東淀川体育館,大阪市東淀川区東中島4-4-4,"3,093.38",1968,教育・文化・スポーツ施設スポーツ施設／体育館,指定管理（利用料金施設）経済戦略局 ｽﾎﾟｰﾂ部 ｽﾎﾟｰﾂ課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.505173&mpy=34.732517&gprj=3
東淀川スポーツセンター,大阪市東淀川区東淡路1-4-21,"3,619.71",1993,教育・文化・スポーツ施設スポーツ施設／スポーツセンター,指定管理（利用料金施設）経済戦略局 ｽﾎﾟｰﾂ部 ｽﾎﾟｰﾂ課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.519684&mpy=34.734943&gprj=3
東淀川屋内プール,大阪市東淀川区東淡路1-4-53,"6,217.30",1995,教育・文化・スポーツ施設スポーツ施設／屋内プール,指定管理（利用料金施設）経済戦略局 ｽﾎﾟｰﾂ部 ｽﾎﾟｰﾂ課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.519348&mpy=34.733337&gprj=3
東淀川区老人福祉センター,大阪市東淀川区淡路4-1-6,"1,226.89",1972,社会福祉・保健施設老人福祉施設／老人福祉センター,指定管理（無料施設）福祉局 高齢者施策部 高齢福祉課,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.514221&mpy=34.738411&gprj=3
西大道保育所,大阪市東淀川区大桐2-8-2,440.47,1972,社会福祉・保健施設児童福祉施設／公立保育所（公設置公営）,直営 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.541855&mpy=34.747063&gprj=3
西淡路第2保育所,大阪市東淀川区西淡路5-1-14,555.26,1973,社会福祉・保健施設児童福祉施設／公立保育所（公設置公営）,直営 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.510849&mpy=34.741238&gprj=3
日之出保育所,大阪市東淀川区東中島4-11-25,"1,763.51",1973,社会福祉・保健施設児童福祉施設／公立保育所（公設置公営）,直営 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.505539&mpy=34.734077&gprj=3
豊里第1保育所,大阪市東淀川区豊里7-21-23,657.28,2014,社会福祉・保健施設児童福祉施設／公立保育所（公設置公営）,直営 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.541&mpy=34.744087&gprj=3
下新庄保育所,大阪市東淀川区下新庄5-3-22,478.36,1976,社会福祉・保健施設児童福祉施設／公立保育所（公設置民営）,全部委託 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.521484&mpy=34.745293&gprj=3
豊里第2保育所,大阪市東淀川区豊里2-1-26,641.04,1975,社会福祉・保健施設児童福祉施設／公立保育所（公設置民営）,全部委託 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.539886&mpy=34.737362&gprj=3
南江口保育所,大阪市東淀川区小松5-6-32,610.54,－,社会福祉・保健施設児童福祉施設／公立保育所（公設置民営）,全部委託 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.548935&mpy=34.754478&gprj=3
菅原保育園,大阪市東淀川区菅原4-10-15,582.39,1976,社会福祉・保健施設児童福祉施設／保育園,有償貸付 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.525772&mpy=34.741474&gprj=3
相川保育園,大阪市東淀川区相川3-11-24,511.82,1974,社会福祉・保健施設児童福祉施設／保育園,有償貸付 こども青少年局 幼保施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.53714&mpy=34.759609&gprj=3
もと東淀川勤労青少年ホーム（東淀川区子ども・子育てプラザ）,大阪市東淀川区豊新2-1-4,654.46,1974,社会福祉・保健施設児童福祉施設／子ども・子育てプラザ,全部委託 こども青少年局 子育て支援部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.529282&mpy=34.740986&gprj=3
北さくら園,大阪市東淀川区相川3-11-24,"1,830.35",1974,社会福祉・保健施設児童福祉施設／その他児童福祉施設母子生活支援施設,無償貸付 こども青少年局 子育て支援部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.53714&mpy=34.759609&gprj=3
北部こども相談センター,大阪市東淀川区淡路3-13-36,"3,720.58",2021,社会福祉・保健施設児童福祉施設／その他児童福祉施設児童相談所,直営 こども青少年局 北部こども相談ｾﾝﾀｰ,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.514175&mpy=34.738098&gprj=3
救護施設淀川寮,大阪市東淀川区大桐4-3-24,"4,763.04",1985,社会福祉・保健施設その他社会福祉施設保護施設／保護施設,有償貸付 福祉局 生活福祉部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.552719&mpy=34.746391&gprj=3
南方商業施設,大阪市東淀川区東中島2-12-4,622.15,1986,流通産業施設／商業施設,有償貸付 経済戦略局 産業振興部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.503723&mpy=34.729542&gprj=3
南方商業振興施設,大阪市東淀川区東中島2-13-5,274.46,1999,流通産業施設／商業施設,有償貸付 経済戦略局 産業振興部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.504318&mpy=34.729633&gprj=3
東淀川区役所,大阪市東淀川区豊新2-1-4,"6,935.81",1974,庁舎・事務所／区役所,直営（一部委託） 東淀川区役所,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.529282&mpy=34.740986&gprj=3
東淀川区役所出張所,大阪市東淀川区東淡路4-15-1,"1,751.85",2003,庁舎・事務所／出張所,直営 東淀川区役所,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.516174&mpy=34.737885&gprj=3
インクルーシブ教育推進室,大阪市東淀川区東淡路1-4-21,"1,432.55",1993,庁舎・事務所／その他庁舎,直営 教育委員会事務局指導部 教育活動支援担当業務調整ｸﾞﾙｰﾌﾟ,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.519684&mpy=34.734943&gprj=3
東北環境事業センター,大阪市東淀川区上新庄1-2-20,"5,903.17",1985,庁舎・事務所／環境事業センター,直営 環境局 事業部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.527008&mpy=34.745468&gprj=3
東淀川消防署,大阪市東淀川区菅原4-4-27,"3,376.51",2003,庁舎・事務所／消防局庁舎・消防署消防署,直営 消防局 総務部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.530426&mpy=34.740334&gprj=3
東淀川消防署柴島出張所,大阪市東淀川区柴島3-10-21,450.24,1995,庁舎・事務所／消防局庁舎・消防署消防出張所,直営 消防局 総務部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.515945&mpy=34.730408&gprj=3
東淀川消防署小松出張所,大阪市東淀川区小松3-3-11,666.65,2019,庁舎・事務所／消防局庁舎・消防署消防出張所,直営 消防局 総務部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.539688&mpy=34.752125&gprj=3
東淀川消防署西淡路出張所,大阪市東淀川区西淡路2-5-5,706.22,2005,庁舎・事務所／消防局庁舎・消防署消防出張所,直営 消防局 総務部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.505676&mpy=34.735931&gprj=3
東淀川消防署豊里出張所,大阪市東淀川区豊新5-10-3,201.51,1972,庁舎・事務所／消防局庁舎・消防署消防出張所,直営 消防局 総務部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.537369&mpy=34.745502&gprj=3
東淀川消防署井高野出張所,大阪市東淀川区北江口1-2-10,387.81,1983,庁舎・事務所／消防局庁舎・消防署消防出張所,直営 消防局 総務部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.543365&mpy=34.758484&gprj=3
井高野福祉会館老人憩の家,大阪市東淀川区北江口2-4-8,107.33,1986,一般会計その他施設地域利用施設／地域集会施設,無償貸付 福祉局 高齢者施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.544907&mpy=34.760178&gprj=3
東井高野老人憩の家,大阪市東淀川区井高野3-3-77,132.50,1977,一般会計その他施設地域利用施設／地域集会施設,無償貸付 福祉局 高齢者施策部,13_higashiyodogawa_l.pdf,https://www.mapnavi.city.osaka.lg.jp/osakacity/Map?mid=51&ShowFidOnly=1&mps=10000&mtp=dm28&mpx=135.544144&mpy=34.764942&gprj=3
